source,target,strength,month,weight
ARG,USA,-4,9,4.0
SYR,CHE,4,9,4.0
KGZ,RUS,-4,9,4.0
CAN,MEX,4,9,4.0
MEX,BHS,4,9,4.0
VNM,MYS,4,9,4.0
UGA,ETH,4,9,4.0
CHN,VNM,-4,9,4.0
VAT,SWE,4,9,4.0
SWZ,IDN,-4,9,4.0
AZE,VEN,4,9,4.0
TUR,DEU,4,9,4.0
BTN,ASA,4,9,4.0
BRA,SAU,4,9,4.0
DEU,NER,4,9,4.0
BRA,USA,4,9,4.0
ETH,UGA,4,9,4.0
CYP,USA,-4,9,4.0
KNA,ATG,4,9,4.0
RUS,AUT,4,9,4.0
NER,AFR,4,9,4.0
BEL,GBR,4,9,4.0
GBR,NMR,4,9,4.0
NLD,AUS,4,9,4.0
NZL,USA,4,9,4.0
THA,LAO,4,9,4.0
NOR,RUS,-4,9,4.0
TUR,SYR,-3.927906977,9,3.927906977
SOM,KEN,3.884615385,9,3.884615385
PSE,ISR,-3.877777778,9,3.877777778
DEU,RUS,3.833333333,9,3.833333333
ALB,SRB,-3.8,9,3.8
FRA,RUS,3.793333333,9,3.793333333
BEL,CAN,3.779166667,9,3.779166667
GBR,IRN,-3.75,9,3.75
AFR,KEN,3.7,9,3.7
SGP,PHL,3.7,9,3.7
USA,SEA,3.7,9,3.7
AFR,NER,3.7,9,3.7
HRV,EUR,3.7,9,3.7
EUR,TUR,3.7,9,3.7
IRN,IRQ,-3.625,9,3.625
ISR,PSE,-3.623684211,9,3.623684211
GBR,AUS,3.6,9,3.6
HND,USA,-3.6,9,3.6
USA,PHL,3.59047619,9,3.59047619
JPN,PHL,3.572727273,9,3.572727273
CZE,SYR,3.55,9,3.55
BOL,USA,-3.525,9,3.525
AFR,ETH,-3.52,9,3.52
AUS,EUR,3.52,9,3.52
USA,BGD,3.5,9,3.5
SWE,FIN,3.5,9,3.5
FIN,SWE,3.5,9,3.5
PHL,VNM,3.5,9,3.5
NPL,BTN,3.5,9,3.5
USA,SGP,3.5,9,3.5
CHN,VAT,3.5,9,3.5
JOR,MYS,3.5,9,3.5
USA,BHS,-3.5,9,3.5
FRA,UKR,3.475,9,3.475
UKR,FRA,3.475,9,3.475
FRA,TWN,3.466666667,9,3.466666667
PRK,KOR,-3.466666667,9,3.466666667
EGY,PSE,3.45,9,3.45
DEU,SYR,-3.407142857,9,3.407142857
BRN,CHN,3.4,9,3.4
AUS,ZAF,3.4,9,3.4
DZA,BDI,3.4,9,3.4
BTN,CHN,3.4,9,3.4
AFR,SEN,3.4,9,3.4
AFG,BEL,3.4,9,3.4
EUR,THA,3.4,9,3.4
CHE,IRN,3.4,9,3.4
SOM,USA,3.4,9,3.4
SWE,DEU,3.4,9,3.4
PRT,GBR,3.4,9,3.4
USA,PER,3.4,9,3.4
COL,NOR,3.4,9,3.4
FRA,THA,3.4,9,3.4
IDN,THA,3.4,9,3.4
GBR,MCO,3.4,9,3.4
RUS,PRK,3.4,9,3.4
COG,COD,3.4,9,3.4
AFG,AUS,3.4,9,3.4
SYR,CZE,3.4,9,3.4
CHE,QAT,3.4,9,3.4
NLD,PHL,3.4,9,3.4
BRB,HTI,3.4,9,3.4
GBR,ISR,3.4,9,3.4
WSM,USA,3.4,9,3.4
RUS,THA,3.4,9,3.4
KHM,BGD,3.4,9,3.4
CHE,SAU,3.4,9,3.4
NER,DEU,3.4,9,3.4
DEU,PAN,3.4,9,3.4
ISR,MDV,3.4,9,3.4
MYS,THA,3.4,9,3.4
RUS,IRN,3.36,9,3.36
BHS,HTI,-3.35,9,3.35
FRA,LBN,3.333333333,9,3.333333333
HUN,DEU,3.333333333,9,3.333333333
ISR,JOR,3.3,9,3.3
USA,HTI,3.28,9,3.28
SYR,TUR,-3.25625,9,3.25625
SRB,HUN,-3.25,9,3.25
IRN,VNM,3.25,9,3.25
CUB,USA,3.2375,9,3.2375
JOR,USA,3.233333333,9,3.233333333
AUS,GBR,3.225,9,3.225
AUS,MYS,3.214285714,9,3.214285714
CHN,SGP,3.2,9,3.2
CAN,TTO,3.2,9,3.2
RUS,TUR,3.2,9,3.2
CHN,CAN,3.1875,9,3.1875
IRN,USA,-3.1875,9,3.1875
WST,POL,3.166666667,9,3.166666667
IRL,GBR,3.146153846,9,3.146153846
GBR,CZE,3,9,3.0
VAT,VEN,3,9,3.0
MMR,SEA,3,9,3.0
PHL,RUS,3,9,3.0
ARG,RUS,3,9,3.0
GNQ,FRA,3,9,3.0
ARG,CHN,3,9,3.0
ETH,DEU,3,9,3.0
USA,GUY,3,9,3.0
SAU,RUS,3,9,3.0
KOR,CAN,3,9,3.0
FRA,MAR,3,9,3.0
IRQ,CHE,3,9,3.0
CHE,THA,3,9,3.0
NIC,USA,3,9,3.0
PAN,USA,3,9,3.0
ITA,SYR,3,9,3.0
RUS,UZB,3,9,3.0
MAR,AFR,3,9,3.0
USA,NMR,3,9,3.0
FRA,TUR,3,9,3.0
ESP,SYR,3,9,3.0
LTU,RUS,3,9,3.0
BEL,WST,3,9,3.0
CHN,PAK,2.975,9,2.975
AUS,PER,2.966666667,9,2.966666667
USA,THA,2.96,9,2.96
AZE,RUS,2.95,9,2.95
CHN,IRL,2.95,9,2.95
MKD,GRC,2.95,9,2.95
BGD,KHM,2.95,9,2.95
GBR,EUR,2.934615385,9,2.934615385
VAT,USA,2.933333333,9,2.933333333
MYS,CHN,2.9,9,2.9
DEU,UKR,2.875,9,2.875
FRA,IRQ,2.833333333,9,2.833333333
FRA,SYR,-2.82,9,2.82
IRN,RUS,2.82,9,2.82
USA,FRA,2.811538462,9,2.811538462
SAU,GNQ,2.8,9,2.8
GBR,LBY,2.8,9,2.8
AUS,FIN,2.8,9,2.8
BGD,CHN,2.8,9,2.8
AZE,ITA,2.8,9,2.8
RUS,AZE,2.8,9,2.8
RUS,GEO,2.8,9,2.8
VNM,KOR,2.8,9,2.8
IDN,SOM,2.8,9,2.8
CAN,DNK,2.8,9,2.8
AGO,PRT,2.8,9,2.8
VNM,SGP,2.8,9,2.8
IRN,JOR,2.8,9,2.8
ECU,CHL,2.8,9,2.8
PHL,SOM,2.8,9,2.8
KEN,COG,2.8,9,2.8
COD,USA,2.8,9,2.8
SAU,FRA,2.8,9,2.8
ERI,SOM,2.8,9,2.8
URY,EUR,2.8,9,2.8
LBN,IRN,2.8,9,2.8
PER,AUS,2.8,9,2.8
TWN,SOM,2.8,9,2.8
PHL,MEX,2.8,9,2.8
TUR,GRC,2.8,9,2.8
ERI,FRA,2.8,9,2.8
CHL,BOL,2.8,9,2.8
TUR,SEA,2.8,9,2.8
ARE,NER,2.8,9,2.8
AFG,SYR,2.8,9,2.8
TGO,KEN,2.8,9,2.8
KEN,MWI,2.8,9,2.8
EUR,NLD,2.8,9,2.8
VNM,SEA,2.8,9,2.8
BHS,CUB,2.8,9,2.8
ESP,WST,2.8,9,2.8
QAT,EUR,2.8,9,2.8
KAZ,RUS,2.8,9,2.8
COL,IRN,2.8,9,2.8
MEX,BGR,2.8,9,2.8
DEU,TUR,2.8,9,2.8
USA,MCO,2.8,9,2.8
KEN,TCD,2.8,9,2.8
TUR,PSE,2.8,9,2.8
IDN,JPN,2.8,9,2.8
SOM,FIN,2.8,9,2.8
CHN,SOM,2.8,9,2.8
CAN,SAU,2.8,9,2.8
ARG,BRA,2.8,9,2.8
FRA,HUN,2.8,9,2.8
SEA,THA,2.8,9,2.8
JAM,COL,2.8,9,2.8
SWE,CHN,2.8,9,2.8
ECU,HTI,2.8,9,2.8
MEX,CRI,2.8,9,2.8
POL,FRA,2.8,9,2.8
PRY,BRA,2.8,9,2.8
MLT,LBY,2.8,9,2.8
MEX,ARG,2.8,9,2.8
SEA,PHL,2.8,9,2.8
USA,KHM,2.8,9,2.8
ECU,IRN,2.8,9,2.8
SEA,JOR,2.8,9,2.8
ITA,VAT,2.8,9,2.8
AFR,MDG,2.8,9,2.8
CUB,JAM,2.8,9,2.8
USA,BOL,2.8,9,2.8
RWA,CHN,2.8,9,2.8
KHM,SOM,2.8,9,2.8
VEN,URY,2.8,9,2.8
CHN,LKA,2.8,9,2.8
PSE,EGY,2.8,9,2.8
IRL,CHN,2.8,9,2.8
NLD,HUN,2.8,9,2.8
AFR,COG,2.8,9,2.8
BLR,EUR,2.8,9,2.8
ISR,AUS,2.8,9,2.8
USA,MWI,2.8,9,2.8
DEU,NGA,2.8,9,2.8
RWA,FRA,-2.75,9,2.75
CHN,PRK,-2.7,9,2.7
FRA,ERI,-2.7,9,2.7
AFG,USA,-2.690909091,9,2.690909091
FRA,DEU,2.685714286,9,2.685714286
GBR,MDV,2.68,9,2.68
USA,CHE,2.666666667,9,2.666666667
PRK,JPN,-2.65,9,2.65
VNM,GBR,2.65,9,2.65
USA,VAT,2.65,9,2.65
AUS,AFG,2.65,9,2.65
CAN,BEL,2.626666667,9,2.626666667
USA,GRC,-2.614285714,9,2.614285714
JPN,RUS,2.6,9,2.6
PRK,CHN,2.6,9,2.6
PAK,CHN,2.6,9,2.6
SWE,ECU,2.6,9,2.6
MYS,AUS,-2.6,9,2.6
PHL,CHN,2.584745763,9,2.584745763
SYR,LBN,2.58,9,2.58
RUS,DEU,2.575,9,2.575
RUS,NLD,2.575,9,2.575
CAN,AUS,2.5625,9,2.5625
CAN,CHN,-2.55,9,2.55
HTI,BHS,-2.55,9,2.55
SDN,UGA,2.542857143,9,2.542857143
USA,CAN,2.5125,9,2.5125
SYR,CAN,2.5,9,2.5
TUR,SAU,2.5,9,2.5
SAU,TUR,2.5,9,2.5
VAT,CHN,2.5,9,2.5
LVA,LTU,2.5,9,2.5
MYS,SEA,2.5,9,2.5
ARM,AZE,2.5,9,2.5
PNG,USA,2.5,9,2.5
AFR,ZAF,2.4875,9,2.4875
USA,CUB,2.482608696,9,2.482608696
SYR,EGY,2.471428571,9,2.471428571
VEN,COL,2.45,9,2.45
NZL,CHN,-2.433333333,9,2.433333333
RUS,GBR,-2.428571429,9,2.428571429
RUS,CHE,2.425,9,2.425
RUS,EUR,-2.4,9,2.4
ARE,USA,2.4,9,2.4
TUR,EUR,2.366666667,9,2.366666667
UKR,DEU,2.36,9,2.36
NLD,GBR,2.35,9,2.35
MMR,BRN,2.35,9,2.35
LBY,ZAF,2.35,9,2.35
GRC,TUR,2.35,9,2.35
ITA,AUS,2.35,9,2.35
ZAF,LBY,2.35,9,2.35
BMU,USA,2.35,9,2.35
GBR,CHN,2.35,9,2.35
BRN,MMR,2.35,9,2.35
ARE,AUS,2.35,9,2.35
SYR,GBR,2.35,9,2.35
AUS,ITA,2.35,9,2.35
CHN,MYS,2.35,9,2.35
AUS,ARE,2.35,9,2.35
CAN,GBR,2.35,9,2.35
IRN,SYR,2.333333333,9,2.333333333
GBR,SAU,2.333333333,9,2.333333333
EUR,GBR,2.310714286,9,2.310714286
KEN,USA,-2.3,9,2.3
SYR,FRA,-2.285714286,9,2.285714286
USA,YEM,-2.28,9,2.28
AUS,CAN,2.275,9,2.275
CHN,RWA,2.266666667,9,2.266666667
USA,HUN,2.266666667,9,2.266666667
BEL,EUR,2.254545455,9,2.254545455
PHL,JPN,2.216666667,9,2.216666667
IDN,SWZ,-2.2,9,2.2
IRQ,RUS,2.2,9,2.2
SAS,PAK,2.2,9,2.2
USA,PNG,2.2,9,2.2
GBR,NLD,2.2,9,2.2
AZE,ARM,2.2,9,2.2
IDN,PHL,2.185714286,9,2.185714286
RUS,WST,-2.18,9,2.18
COL,USA,2.166666667,9,2.166666667
YEM,SAU,-2.12,9,2.12
IRQ,USA,-2.111764706,9,2.111764706
MDV,SAS,2.1,9,2.1
USA,VNM,2.1,9,2.1
EUR,AUS,2.1,9,2.1
ESP,RUS,-2.1,9,2.1
FRA,EUR,2.04,9,2.04
CHE,GNQ,-2.033333333,9,2.033333333
USA,DEU,-2.011111111,9,2.011111111
GRD,RUS,-2,9,2.0
DEU,AUS,2,9,2.0
SAS,CHN,-2,9,2.0
GRC,GBR,-2,9,2.0
MYS,PHL,-2,9,2.0
HTI,DOM,-2,9,2.0
FRA,ECU,-2,9,2.0
GMB,AFR,-2,9,2.0
IDN,BRN,-2,9,2.0
EUR,RUS,-2,9,2.0
MYS,BRN,-2,9,2.0
SAU,SDN,-2,9,2.0
FRA,EGY,2,9,2.0
ECU,USA,-2,9,2.0
GMB,NLD,-2,9,2.0
SAU,CHN,-2,9,2.0
NRU,AUS,-2,9,2.0
ZWE,USA,2,9,2.0
ZMB,LBN,-2,9,2.0
CHN,SAU,-2,9,2.0
SRB,EUR,-2,9,2.0
PER,VEN,-2,9,2.0
CHN,SDN,-2,9,2.0
PHL,BRN,-2,9,2.0
RWA,RUS,-2,9,2.0
CHN,NLD,-2,9,2.0
COL,GTM,-2,9,2.0
SAU,PAK,-2,9,2.0
SWE,TUR,-2,9,2.0
JPN,GBR,-2,9,2.0
BRN,MYS,-2,9,2.0
DEU,AFG,-2,9,2.0
NLD,SVK,-2,9,2.0
AUS,SWE,-2,9,2.0
IRQ,AFG,-2,9,2.0
CHN,NOR,-2,9,2.0
SDN,CHN,-2,9,2.0
SDN,SAU,-2,9,2.0
LBN,USA,-2,9,2.0
BRN,PHL,-2,9,2.0
ITA,FRA,-2,9,2.0
PHL,USA,1.9875,9,1.9875
PHL,IDN,1.94,9,1.94
CHE,RUS,1.914285714,9,1.914285714
GNQ,SAU,1.9,9,1.9
CUB,CHL,1.9,9,1.9
GBR,VNM,1.9,9,1.9
LBY,GBR,1.9,9,1.9
BRA,PRY,1.9,9,1.9
KHM,USA,1.9,9,1.9
MWI,KEN,1.9,9,1.9
KOR,DEU,1.9,9,1.9
JAM,CUB,1.9,9,1.9
USA,QAT,1.9,9,1.9
FIN,AUS,1.9,9,1.9
GMB,AUS,1.9,9,1.9
SOM,ERI,1.9,9,1.9
IDN,SEA,1.9,9,1.9
CHL,ECU,1.9,9,1.9
JOR,SEA,1.9,9,1.9
SOM,TWN,1.9,9,1.9
COG,KEN,1.9,9,1.9
HUN,FRA,1.9,9,1.9
ZWE,AFR,1.9,9,1.9
AUS,ISR,1.9,9,1.9
SEA,TUR,1.9,9,1.9
MCO,USA,1.9,9,1.9
ITA,AZE,1.9,9,1.9
DNK,CAN,1.9,9,1.9
KOR,VNM,1.9,9,1.9
LKA,CHN,1.9,9,1.9
SEA,VNM,1.9,9,1.9
SOM,IDN,1.9,9,1.9
SGP,VNM,1.9,9,1.9
SWE,DNK,1.9,9,1.9
BRA,ARG,1.9,9,1.9
HTI,CUB,1.9,9,1.9
FRA,AUS,1.9,9,1.9
PSE,TUR,1.9,9,1.9
USA,COD,1.9,9,1.9
ARG,MEX,1.9,9,1.9
VAT,ITA,1.9,9,1.9
FRA,SAU,1.9,9,1.9
EUR,QAT,1.9,9,1.9
COG,AFR,1.9,9,1.9
RUS,KAZ,1.9,9,1.9
MDG,AFR,1.9,9,1.9
HUN,NLD,1.9,9,1.9
IRN,COL,1.9,9,1.9
BOL,CHL,1.9,9,1.9
EUR,URY,1.9,9,1.9
MEX,PHL,1.9,9,1.9
HTI,ECU,1.9,9,1.9
SOM,VNM,1.9,9,1.9
MWI,USA,1.9,9,1.9
IRN,ECU,1.9,9,1.9
PHL,SGP,1.9,9,1.9
ECU,SWE,1.9,9,1.9
GBR,POL,1.9,9,1.9
FIN,SOM,1.9,9,1.9
CRI,MEX,1.9,9,1.9
EUR,BLR,1.9,9,1.9
TCD,KEN,1.9,9,1.9
SAU,CAN,1.9,9,1.9
PHL,SEA,1.9,9,1.9
SOM,KHM,1.9,9,1.9
LBY,MLT,1.9,9,1.9
USA,HND,1.9,9,1.9
THA,SEA,1.9,9,1.9
COL,JAM,1.9,9,1.9
ESP,CHN,1.9,9,1.9
RUS,UKR,1.8625,9,1.8625
USA,EUR,1.833333333,9,1.833333333
ISR,USA,1.828571429,9,1.828571429
GBR,FRA,1.764705882,9,1.764705882
IRN,MYS,1.76,9,1.76
KOR,USA,1.75,9,1.75
BDI,AFR,-1.75,9,1.75
IRN,LBN,1.733333333,9,1.733333333
SOM,CHN,-1.733333333,9,1.733333333
AUS,CHN,1.722222222,9,1.722222222
CHN,BRN,1.722222222,9,1.722222222
ZAF,AFR,1.72,9,1.72
DNK,USA,1.7,9,1.7
JPN,USA,1.691666667,9,1.691666667
IDN,AUS,-1.683333333,9,1.683333333
EUR,BEL,1.675,9,1.675
TUR,IRQ,-1.669565217,9,1.669565217
BGD,CAN,1.666666667,9,1.666666667
TWN,PHL,1.666666667,9,1.666666667
TUR,IRN,-1.666666667,9,1.666666667
IRN,TUR,-1.666666667,9,1.666666667
USA,KOR,1.645454545,9,1.645454545
HUN,EUR,1.628571429,9,1.628571429
JAM,USA,1.6,9,1.6
RUS,LTU,-1.6,9,1.6
GRC,USA,1.6,9,1.6
AUS,NRU,1.6,9,1.6
SRB,ALB,-1.571428571,9,1.571428571
GBR,USA,-1.568888889,9,1.568888889
USA,AUS,1.563157895,9,1.563157895
PRT,EUR,-1.55,9,1.55
ETH,EGY,1.542857143,9,1.542857143
EGY,RUS,1.533333333,9,1.533333333
GBR,RUS,-1.52962963,9,1.52962963
USA,NLD,1.507692308,9,1.507692308
GMB,BDI,1.5,9,1.5
CUB,BHS,-1.5,9,1.5
RUS,BEL,-1.5,9,1.5
PAK,USA,-1.5,9,1.5
BGR,TUR,-1.5,9,1.5
UGA,AFR,-1.5,9,1.5
GHA,AUS,1.5,9,1.5
SGP,CHN,-1.466666667,9,1.466666667
AFR,SSD,-1.466666667,9,1.466666667
USA,ITA,1.453333333,9,1.453333333
MAR,LBR,1.45,9,1.45
AUS,FRA,1.45,9,1.45
USA,CHN,1.428571429,9,1.428571429
USA,ESP,1.42,9,1.42
VNM,USA,1.414285714,9,1.414285714
JPN,KOR,-1.40625,9,1.40625
KHM,THA,-1.4,9,1.4
MYS,USA,1.4,9,1.4
AFR,GBR,1.4,9,1.4
BEL,AFG,1.366666667,9,1.366666667
USA,IRN,1.364285714,9,1.364285714
USA,PAK,1.345454545,9,1.345454545
USA,PRK,1.34,9,1.34
SDN,AFR,1.3375,9,1.3375
GBR,SWE,-1.333333333,9,1.333333333
NLD,USA,1.333333333,9,1.333333333
USA,JPN,1.317647059,9,1.317647059
CHE,IRQ,1.3,9,1.3
LBY,RUS,1.3,9,1.3
AFG,CHN,1.3,9,1.3
WST,EUR,-1.28,9,1.28
PRT,AGO,1.266666667,9,1.266666667
JOR,IRN,-1.25,9,1.25
EUR,HUN,-1.25,9,1.25
GBR,AFR,-1.25,9,1.25
AFR,ZWE,-1.25,9,1.25
EUR,ITA,-1.24,9,1.24
UGA,SDN,1.225,9,1.225
LBR,MAR,1.225,9,1.225
WST,ESP,-1.22,9,1.22
RUS,POL,1.2,9,1.2
CHN,KOR,1.2,9,1.2
RUS,EGY,-1.16,9,1.16
USA,GBR,-1.152,9,1.152
THA,KHM,1.15,9,1.15
KHM,CHN,-1.133333333,9,1.133333333
SYR,AFG,1.133333333,9,1.133333333
AFR,SDN,-1.12,9,1.12
EGY,ETH,-1.12,9,1.12
DEU,KOR,-1.1,9,1.1
CHN,USA,1.087096774,9,1.087096774
AUS,USA,1.075,9,1.075
USA,TUR,1.057142857,9,1.057142857
UKR,RUS,1.011764706,9,1.011764706
SAS,MDV,1,9,1.0
CUB,ESP,-1,9,1.0
BHR,GBR,1,9,1.0
USA,GHA,1,9,1.0
DNK,EUR,1,9,1.0
HUN,POL,1,9,1.0
EUR,WST,1,9,1.0
SRB,RUS,1,9,1.0
RUS,SAU,1,9,1.0
VEN,ESP,1,9,1.0
LTU,LVA,1,9,1.0
CZE,POL,1,9,1.0
IRN,SAU,1,9,1.0
SVK,POL,1,9,1.0
EUR,ISR,-1,9,1.0
BGD,SAS,1,9,1.0
ESP,PRT,1,9,1.0
ASA,BTN,1,9,1.0
PRT,ESP,1,9,1.0
CHL,RUS,1,9,1.0
UGA,USA,1,9,1.0
CHE,USA,1,9,1.0
POL,SVK,1,9,1.0
AFG,SAS,1,9,1.0
SYR,CHN,1,9,1.0
POL,CZE,1,9,1.0
LKA,BEL,1,9,1.0
UKR,EUR,1,9,1.0
KHM,PHL,-1,9,1.0
POL,HUN,1,9,1.0
RUS,JPN,1,9,1.0
USA,IRL,1,9,1.0
BRA,AFR,1,9,1.0
IRL,USA,1,9,1.0
USA,MAR,1,9,1.0
YEM,OMN,-1,9,1.0
SAS,BGD,1,9,1.0
ESP,VEN,1,9,1.0
RUS,MDA,1,9,1.0
SAS,NPL,1,9,1.0
SAU,GBR,1,9,1.0
GBR,ZAF,1,9,1.0
CHN,SYR,1,9,1.0
SAS,BTN,1,9,1.0
BEL,POL,1,9,1.0
EUR,DNK,1,9,1.0
SEA,MYS,1,9,1.0
GBR,BHR,-1,9,1.0
IRQ,FRA,1,9,1.0
BTN,SAS,1,9,1.0
SAS,AFG,1,9,1.0
GBR,ZWE,1,9,1.0
AFR,BRA,1,9,1.0
IRN,NGA,-1,9,1.0
ZWE,GBR,1,9,1.0
FRA,POL,0.966666667,9,0.966666667
IRQ,TUR,-0.955555556,9,0.955555556
MEX,ITA,0.95,9,0.95
DNK,DEU,0.95,9,0.95
POL,GBR,-0.92,9,0.92
EGY,SYR,0.914285714,9,0.914285714
KEN,SOM,0.910526316,9,0.910526316
EUR,POL,0.866666667,9,0.866666667
KOR,CHN,-0.857142857,9,0.857142857
PAK,AFG,-0.837931034,9,0.837931034
VEN,USA,-0.825,9,0.825
TUR,RUS,0.82,9,0.82
SAU,SYR,-0.8,9,0.8
PHL,ESP,-0.8,9,0.8
SWE,USA,-0.76,9,0.76
USA,MDV,-0.746153846,9,0.746153846
USA,SSD,0.733333333,9,0.733333333
RUS,FRA,0.733333333,9,0.733333333
KOR,JPN,-0.726315789,9,0.726315789
HUN,RUS,-0.72,9,0.72
FRA,CAN,0.7,9,0.7
PAK,IND,0.7,9,0.7
EUR,GRC,0.7,9,0.7
USA,MEX,-0.6875,9,0.6875
WST,RUS,-0.675,9,0.675
NER,USA,-0.666666667,9,0.666666667
THA,CHN,-0.666666667,9,0.666666667
FRA,USA,0.662222222,9,0.662222222
SYR,RUS,0.660344828,9,0.660344828
CHN,RUS,0.66,9,0.66
USA,RUS,0.646363636,9,0.646363636
LBN,SYR,0.644444444,9,0.644444444
COL,VEN,-0.64,9,0.64
RUS,SRB,-0.625,9,0.625
USA,JAM,0.62,9,0.62
SSD,AFR,-0.6,9,0.6
CAN,USA,0.5875,9,0.5875
USA,SYR,0.583870968,9,0.583870968
ITA,USA,-0.563157895,9,0.563157895
NLD,RUS,0.5625,9,0.5625
POL,RUS,0.56,9,0.56
EGY,YEM,0.55,9,0.55
USA,SAU,-0.55,9,0.55
KOR,PRK,-0.533333333,9,0.533333333
EUR,FRA,-0.533333333,9,0.533333333
SYR,USA,0.53125,9,0.53125
RUS,SYR,0.53,9,0.53
USA,UGA,0.5,9,0.5
POL,USA,0.5,9,0.5
ISR,PHL,0.5,9,0.5
UZB,KGZ,-0.5,9,0.5
SOM,AFR,-0.5,9,0.5
DNK,IRQ,0.5,9,0.5
TUR,USA,-0.48,9,0.48
RUS,IRQ,-0.48,9,0.48
RUS,USA,0.47195122,9,0.47195122
IDN,MYS,0.466666667,9,0.466666667
KEN,AFR,-0.428571429,9,0.428571429
GBR,IRQ,-0.42,9,0.42
USA,ISR,0.415384615,9,0.415384615
GBR,CAN,0.414285714,9,0.414285714
CHN,JPN,0.4,9,0.4
CUB,HTI,0.4,9,0.4
VNM,CHN,-0.4,9,0.4
CAN,NMR,-0.4,9,0.4
OMN,YEM,0.4,9,0.4
NOR,FRA,0.4,9,0.4
GBR,YEM,0.4,9,0.4
CZE,PRT,0.4,9,0.4
DEU,ISR,-0.4,9,0.4
IRN,CAN,-0.4,9,0.4
NOR,BEL,0.4,9,0.4
VCT,USA,0.4,9,0.4
ISL,USA,0.4,9,0.4
GBR,ESP,-0.4,9,0.4
MEX,CAN,0.4,9,0.4
PRK,USA,-0.35,9,0.35
MAR,USA,-0.333333333,9,0.333333333
USA,AFR,0.325,9,0.325
CHN,AUS,0.307142857,9,0.307142857
CHN,TWN,0.3,9,0.3
HTI,USA,-0.3,9,0.3
VNM,KHM,-0.3,9,0.3
KEN,CHN,-0.3,9,0.3
PAK,SAS,0.3,9,0.3
CHN,PHL,0.298039216,9,0.298039216
GBR,IRL,0.285714286,9,0.285714286
FRA,GBR,0.279310345,9,0.279310345
AFG,PAK,0.276923077,9,0.276923077
SOM,PHL,-0.275,9,0.275
ESP,USA,0.275,9,0.275
AUS,IDN,-0.264285714,9,0.264285714
DEU,USA,0.25,9,0.25
USA,AFG,0.228571429,9,0.228571429
NGA,USA,0.2,9,0.2
SEA,IDN,0.2,9,0.2
MDV,USA,0.164705882,9,0.164705882
EUR,USA,0.14,9,0.14
AFR,USA,0.128571429,9,0.128571429
BHS,USA,0.115384615,9,0.115384615
CHN,KHM,0.1,9,0.1
JOR,ISR,0.1,9,0.1
NPL,HTI,-0.1,9,0.1
USA,IRQ,0.0875,9,0.0875
TWN,CHN,0.075,9,0.075
RUS,CHN,-0.052941176,9,0.052941176
SAU,USA,-0.05,9,0.05
GEO,RUS,-0.05,9,0.05
SGP,USA,-0.05,9,0.05
MEX,USA,-0.017241379,9,0.017241379
ESP,AFR,0,9,0.0
GBR,TUR,0,9,0.0
ITA,GRC,0,9,0.0
NGA,AFR,0,9,0.0
IRN,GBR,0,9,0.0
BEL,USA,0,9,0.0
EUR,ESP,0,9,0.0
AFG,WST,0,9,0.0
ALB,USA,0,9,0.0
USA,VEN,0,9,0.0
GBR,JOR,0,9,0.0
NPL,JPN,0,9,0.0
PRT,SYR,0,9,0.0
GBR,EGY,0,9,0.0
NZL,AUS,0,9,0.0
HUN,AFG,0,9,0.0
KOR,GBR,0,9,0.0
ISR,SYR,0,9,0.0
DEU,PRT,0,9,0.0
FRA,IRL,0,9,0.0
IRQ,UZB,0,9,0.0
GRC,EUR,0,9,0.0
DEU,ETH,0,9,0.0
SAU,IRN,0,9,0.0
SGP,BRN,0,9,0.0
PSE,SYR,0,9,0.0
DEU,MDV,0,9,0.0
MWI,AFR,0,9,0.0
KGZ,UZB,0,9,0.0
USA,SDN,0,9,0.0
AUT,AFG,0,9,0.0
RWA,USA,0,9,0.0
EUR,DEU,0,9,0.0
ETH,AFR,0,9,0.0
DEU,AUT,0,9,0.0
KAZ,ARM,0,9,0.0
TUR,SRB,0,9,0.0
AFG,JPN,0,9,0.0
DEU,CHN,0,9,0.0
GBR,QAT,0,9,0.0
NLD,LBY,0,9,0.0
SDN,USA,0,9,0.0
POL,DOM,0,9,0.0
SDN,COG,0,9,0.0
AUS,BRN,-10,10,10.0
CHN,IDN,-10,10,10.0
GBR,IDN,-10,10,10.0
EUR,MLI,-10,10,10.0
IDN,MYS,-10,10,10.0
IRQ,JOR,-10,10,10.0
AFG,WST,-10,10,10.0
JOR,GBR,-10,10,10.0
IRN,PNG,-10,10,10.0
AFG,ERI,-10,10,10.0
BRN,AUS,-10,10,10.0
ERI,AFG,-10,10,10.0
MDV,USA,-10,10,10.0
AUT,SYR,-10,10,10.0
BRN,PHL,-10,10,10.0
MOZ,AUS,-10,10,10.0
PHL,SEA,-10,10,10.0
USA,NLD,-10,10,10.0
HUN,AUT,-10,10,10.0
JOR,IRQ,-10,10,10.0
ISL,GBR,-10,10,10.0
IRQ,HUN,-10,10,10.0
DEU,BGR,-10,10,10.0
PER,FRA,-10,10,10.0
DEU,SEA,-10,10,10.0
GBR,ISL,-10,10,10.0
MDV,GBR,-10,10,10.0
AUS,SYR,-10,10,10.0
MLI,TGO,-10,10,10.0
AFG,DEU,-9.857142857,10,9.857142857
DNK,AFG,-9.75,10,9.75
MMR,GBR,-9.5,10,9.5
BEL,AFG,-9.5,10,9.5
SYR,IRQ,-9.5,10,9.5
